id	filename	md5	size	state
28bc99ec-34d9-4a25-8019-0126a7308660	e07fcd97-4666-40b3-97c1-d6767482a10a.wxs.aliquot_ensemble_masked.maf.gz	b11a19fc8d48b5f5f27212881b93cc2a	150743	released
4693c34f-36d3-4bb7-8671-f1f593cc5941	e2e41756-22d1-41ae-9474-c0c9289bb504.wxs.aliquot_ensemble_masked.maf.gz	aeac7ef59eb7f8b3767e4d4c25fdd254	147771	released
c6b94f77-f3f3-4779-aa8d-e32b7e65bfe8	a6ea00ba-0c94-47c4-a7b0-59e05ecdc322.wxs.aliquot_ensemble_masked.maf.gz	397fcfe74e7f52ee94430c58274c5f6a	3481	released
c18bb685-75ba-4a99-85c4-cf34e9d8763a	2ec7d6b7-0cb7-411c-8dec-0be479835fda.wxs.aliquot_ensemble_masked.maf.gz	f04b5849192bc287f50e7e298beece41	76505	released
c53a705b-8d9a-4b27-8f75-e3e513e1b9f5	45084843-461d-4c91-b5fc-72d95118de10.wxs.aliquot_ensemble_masked.maf.gz	0451c028cc93bd622c71ef274d44fd9c	162072	released
d67f1878-1b10-41d2-9a78-0557604d9c4d	17fcc68c-f0ee-4491-9a62-f6504827da83.wxs.aliquot_ensemble_masked.maf.gz	7820cd5a8220e2b2379319e83c02fa34	121448	released
8a9f8cc9-6bb5-4d96-8ac2-e575173806e0	c4e1ab11-e39e-401f-9bb2-db36da4482e2.wxs.aliquot_ensemble_masked.maf.gz	2b3433312e69b2082d331a61b76af609	169063	released
4c1a21b6-d7ae-4697-aa60-6ccfa54c529c	4b2bc8d2-ed77-49ad-b67e-757854136290.wxs.aliquot_ensemble_masked.maf.gz	cd58a6e449d4eda0db09052f754fd13c	299014	released
7be157c3-7cc7-4daf-b5fa-4aea5cc75347	834a576e-0e3a-4650-9a5a-9c5a598c57b7.wxs.aliquot_ensemble_masked.maf.gz	51383c6c7402ebf02aea05e6408f68bb	141398	released
d01f22f8-bc82-40b2-93ce-a4423cfe3fd6	6f9e316e-bd17-4af7-a7b3-95fbaa57e97e.wxs.aliquot_ensemble_masked.maf.gz	0118cbe143a24e2e15a7ba23dd90af30	638460	released
02203e57-278f-4cc1-9f06-d256d9ed6a3f	4ea04f40-1608-49e6-925a-985ab6f6e863.wxs.aliquot_ensemble_masked.maf.gz	910d7b9d17d5c10de4febb450bfe43d0	112637	released
40f9015a-0c2a-4ba0-ab8f-4d994cb1f8fc	3d4a4a1b-9dbc-4020-ac49-e1266fcc58f0.wxs.aliquot_ensemble_masked.maf.gz	31e0d370b8e33fb9300027d9dff04416	554886	released
7705ab11-67a4-425e-a12f-785d5d07c7e1	7867259b-25e0-48f5-a05d-b16d8dce256f.wxs.aliquot_ensemble_masked.maf.gz	d949bdb31096921cb386e710fc1f487f	667885	released
f5c68be3-6a50-40ab-a218-af7d69bb5007	86a00be1-4aa8-4654-8f54-9d1f0a39fd6c.wxs.aliquot_ensemble_masked.maf.gz	aa8c1d8c127bf4a195466f1d9156f8d0	283835	released
ad7cf6c1-13bb-4cd4-b4e8-aa4ddee6bedf	24704488-1e74-48c8-8180-887a789ea437.wxs.aliquot_ensemble_masked.maf.gz	04541619804fd3555477c49b05ae753b	30227	released
3a4088fc-aac2-4505-83f5-c6b57a908d63	0b325474-52f8-4142-8497-16857180f63b.wxs.aliquot_ensemble_masked.maf.gz	647c586ffe137946cb16b9adb5301ac9	436927	released
